instrumento,simbolo,descripcion,mercado,panel,ultimoPrecio,apertura,cierreAnterior,variacionDiaria,volumen,maximo,minimo,rango52SemanasMin,rango52SemanasMax,fechaHoraCotizacion,mepCclImplicito,fuente
"cedears","URBND","Cedear Urban Outfitters, Inc.","bcba",,"39.4","39.4","39.4","0","0","0","0",,,"2026-04-24T04:00:48.740Z","1381.3452","/1/Titulos/URBND/CotizacionDetalle"
"cedears","USB","Cedear U.S. Bancorp","bcba",,"16610","16720","16610","-0.24","0","16720","16570",,,"2026-04-24T19:57:52.223Z",,"/1/Titulos/USB/CotizacionDetalle"
"cedears","USO","Cedear United State Oil Fund L","bcba",,"13170","13020","13170","-0.97","0","13280","12820",,,"2026-04-24T19:59:31.217Z","1439.3443","/1/Titulos/USO/CotizacionDetalle"
"cedears","USOD","Cedear United State Oil Fund Lp","bcba",,"9.15","9.25","9.15","-2.45","0","9.25","8.96",,,"2026-04-24T19:27:09.170Z","1439.3443","/1/Titulos/USOD/CotizacionDetalle"
"cedears","V","Cedear Visa Inc","bcba",,"25760","25360","25760","1.57","0","25800","25100",,,"2026-04-24T19:59:57.023Z","1426.3566","/1/Titulos/V/CotizacionDetalle"
"cedears","VAL3D","Cedear Vale S.A.","bcba",,"13","13","13","0","0","13","13",,,"2026-04-24T04:00:42.307Z",,"/1/Titulos/VAL3D/CotizacionDetalle"
"cedears","VALE","Cedear Vale","bcba",,"12820","12650","12820","1.42","0","12880","12620",,,"2026-04-24T19:59:46.153Z","1450.2262","/1/Titulos/VALE/CotizacionDetalle"
"cedears","VALE3","Cedear Vale S.A.","bcba",,"25700","25580","25700","1.1","0","25680","25220",,,"2026-04-24T18:14:30.637Z",,"/1/Titulos/VALE3/CotizacionDetalle"
"cedears","VALEC","Cedear Vale","bcba",,"8.75","8.75","8.75","0","0","0","0",,,"2026-04-24T04:00:43.793Z","1450.2262","/1/Titulos/VALEC/CotizacionDetalle"
"cedears","VALED","Cedear Vale","bcba",,"8.84","8.82","8.84","-0.11","0","8.98","8.81",,,"2026-04-24T19:55:01.410Z","1450.2262","/1/Titulos/VALED/CotizacionDetalle"
"cedears","VC","Cedear Visa Inc","bcba",,"17.39","17.34","17.39","1.69","0","17.34","17.27",,,"2026-04-24T19:30:57.243Z","1426.3566","/1/Titulos/VC/CotizacionDetalle"
"cedears","VD","Cedear Visa Inc","bcba",,"18.06","17.68","18.06","1","0","18.03","17.61",,,"2026-04-24T19:58:56.537Z","1426.3566","/1/Titulos/VD/CotizacionDetalle"
"cedears","VEA","Cedear Vanguard Ftse Developed","bcba",,"10210","10020","10210","1.89","0","10210","10020",,,"2026-04-24T19:56:14.327Z","1440.0564","/1/Titulos/VEA/CotizacionDetalle"
"cedears","VEAC","Cedear Vanguard Ftse Developed","bcba",,"7.03","6.86","7.03","2.47","0","0","0",,,"2026-04-24T14:39:04.463Z","1440.0564","/1/Titulos/VEAC/CotizacionDetalle"
"cedears","VEAD","Cedear Vanguard Ftse Developed","bcba",,"7.09","7.21","7.09","0.28","0","7.21","7.02",,,"2026-04-24T18:48:05.977Z","1440.0564","/1/Titulos/VEAD/CotizacionDetalle"
"cedears","VIG","Cedear Etf Vanguard Dividend Appreciation","bcba",,"8720","8605","8720","1.39","0","8720","8605",,,"2026-04-24T19:58:24.877Z","1438.9439","/1/Titulos/VIG/CotizacionDetalle"
"cedears","VIGC","Cedear Etf Vanguard Dividend A","bcba",,"6.07","6.07","6.07","0","0","0","0",,,"2026-04-23T18:24:48.197Z","1438.9439","/1/Titulos/VIGC/CotizacionDetalle"
"cedears","VIGD","Cedear Etf Vanguard Dividend A","bcba",,"6.06","6.09","6.06","-0.98","0","6.09","6.05",,,"2026-04-24T19:35:12.303Z","1438.9439","/1/Titulos/VIGD/CotizacionDetalle"
"cedears","VIST","Cedear Vista Oil & Gas Sab De","bcba",,"35360","34800","35360","2.19","0","35380","34240",,,"2026-04-24T19:59:58.113Z","1446.2168","/1/Titulos/VIST/CotizacionDetalle"
"cedears","VISTC","Cedear Vista Oil & Gas Sab De","bcba",,"23.43","23.49","23.43","-0.97","0","23.5","23.11",,,"2026-04-24T19:10:02.333Z","1446.2168","/1/Titulos/VISTC/CotizacionDetalle"
"cedears","VISTD","Cedear Vista Oil & Gas Sab De","bcba",,"24.45","24.5","24.45","0.57","0","24.55","23.91",,,"2026-04-24T19:55:41.840Z","1446.2168","/1/Titulos/VISTD/CotizacionDetalle"
"cedears","VIV","Cedear Telefonica Brasil S.A.","bcba",,"23820","23850","23820","-0.12","0","23850","23850",,,"2026-04-24T16:18:51.773Z","1398.7082","/1/Titulos/VIV/CotizacionDetalle"
"cedears","VIVD","Cedear Telefonica Brasil S.A.","bcba",,"17.03","16.5","17.03","0","0","0","0",,,"2026-04-24T04:00:48.743Z","1398.7082","/1/Titulos/VIVD/CotizacionDetalle"
"cedears","VIVT3","Cedear Telefonica Brasil S.A.","bcba",,"11890","11730","11890","-0.25","0","12050","11730",,,"2026-04-24T18:19:47.820Z",,"/1/Titulos/VIVT3/CotizacionDetalle"
"cedears","VOD","Cedear Vodafone Group Plc.","bcba",,"23310","23350","23310","1.17","0","23370","23230",,,"2026-04-24T19:17:25.767Z",,"/1/Titulos/VOD/CotizacionDetalle"
"cedears","VODD","Cedear Vodafone Group Plc.","bcba",,"16.03","16.03","16.03","0","0","0","0",,,"2026-04-24T04:00:59.653Z",,"/1/Titulos/VODD/CotizacionDetalle"
"cedears","VRSN","Cedear Verisign, Inc.","bcba",,"66325","66075","66325","-2.42","0","66350","64775",,,"2026-04-24T19:49:01.983Z","1393.0897","/1/Titulos/VRSN/CotizacionDetalle"
"cedears","VRSND","Cedear Verisign, Inc.","bcba",,"47.61","47.61","47.61","0","0","0","0",,,"2026-04-24T04:00:59.780Z","1393.0897","/1/Titulos/VRSND/CotizacionDetalle"
"cedears","VRTX","Cedear Vertex Pharmaceuticals","bcba",,"6415","6365","6415","0.54","0","6400","6305",,,"2026-04-24T19:51:04.947Z","1431.9196","/1/Titulos/VRTX/CotizacionDetalle"
"cedears","VRTXD","Cedear Vertex Pharmaceuticals","bcba",,"4.48","4.58","4.48","-2.18","0","0","0",,,"2026-04-24T17:06:25.783Z","1431.9196","/1/Titulos/VRTXD/CotizacionDetalle"
"cedears","VST","Cedear Vistra Corporation","bcba",,"9480","8965","9480","6.33","0","9500","8965",,,"2026-04-24T19:58:34.880Z","1449.5413","/1/Titulos/VST/CotizacionDetalle"
"cedears","VSTD","Cedear Vistra Corporation","bcba",,"6.54","6.35","6.54","3.48","0","6.65","6.31",,,"2026-04-24T18:38:02.953Z","1449.5413","/1/Titulos/VSTD/CotizacionDetalle"
"cedears","VXX","Cedear Ipath Series B S&P 500 Vix Etf","bcba",,"8900","8725","8900","1.36","0","8925","8665",,,"2026-04-24T19:58:50.410Z","1435.4839","/1/Titulos/VXX/CotizacionDetalle"
"cedears","VXXD","CEDEAR IPATH SERIES B S&P 500 VIX ETF USD","bcba",,"6.2","6.2","6.2","0","0","6.2","6.2",,,"2026-04-24T04:00:52.227Z","1435.4839","/1/Titulos/VXXD/CotizacionDetalle"
"cedears","VZ","Cedear Verizon Communications","bcba",,"17410","17450","17410","-0.34","0","17620","17360",,,"2026-04-24T19:57:03.220Z","1438.843","/1/Titulos/VZ/CotizacionDetalle"
"cedears","VZC","Cedear Verizon Communications","bcba",,"11.71","11.41","11.71","2.62","0","0","0",,,"2026-04-24T13:44:53.917Z","1438.843","/1/Titulos/VZC/CotizacionDetalle"
"cedears","VZD","Cedear Verizon Communications","bcba",,"12.1","12.16","12.1","-1.62","0","12.18","12.14",,,"2026-04-24T19:53:51.813Z","1438.843","/1/Titulos/VZD/CotizacionDetalle"
"cedears","WBO","Cedear Weibo Corporation","bcba",,"2103","2047","2103","3.08","0","2104","2047",,,"2026-04-24T19:41:11.127Z","1322.6415","/1/Titulos/WBO/CotizacionDetalle"
"cedears","WBOD","Cedear Weibo Corporation","bcba",,"1.59","1.54","1.59","0","0","0","0",,,"2026-04-24T04:00:59.797Z","1322.6415","/1/Titulos/WBOD/CotizacionDetalle"
"cedears","WEGE3","Cedear Weg S.A.","bcba",,"14300","14500","14300","-1.37","0","0","0",,,"2026-04-24T19:09:07.460Z",,"/1/Titulos/WEGE3/CotizacionDetalle"
"cedears","WFC","Cedear Wells Fargo & Co","bcba",,"23740","23670","23740","-0.25","0","23860","23550",,,"2026-04-24T19:56:19.990Z",,"/1/Titulos/WFC/CotizacionDetalle"
"cedears","WFCC","Cedear Wells Fargo & Co","bcba",,"16.66","16.66","16.66","0","0","0","0",,,"2026-04-24T04:00:38.923Z",,"/1/Titulos/WFCC/CotizacionDetalle"
"cedears","WFCD","Cedear Wells Fargo & Co","bcba",,"16.46","16.91","16.46","-2.94","0","16.91","16.61",,,"2026-04-24T17:16:41.907Z",,"/1/Titulos/WFCD/CotizacionDetalle"
"cedears","WMT","Cedear Walmart Inc.","bcba",,"10830","10870","10830","-0.09","0","10870","10700",,,"2026-04-24T19:57:18.107Z","1447.861","/1/Titulos/WMT/CotizacionDetalle"
"cedears","WMTC","Cedear Walmart Inc.","bcba",,"7.25","7.19","7.25","0.13","0","7.19","7.19",,,"2026-04-24T18:49:13.560Z","1447.861","/1/Titulos/WMTC/CotizacionDetalle"
"cedears","WMTD","Cedear Walmart Inc.","bcba",,"7.48","7.6","7.48","-1.57","0","7.6","7.46",,,"2026-04-24T19:54:14.483Z","1447.861","/1/Titulos/WMTD/CotizacionDetalle"
"cedears","XLB","Cedear State Street Materials Select Sector Spdr E","bcba",,"4297.5","4215","4297.5","1.11","0","4325","4215",,,"2026-04-24T19:56:16.303Z","1444.5378","/1/Titulos/XLB/CotizacionDetalle"
"cedears","XLBC","Cedear The Materials Select Se","bcba",,"2.9","3.04","2.9","0","0","3.04","2.9",,,"2026-04-24T04:01:09.203Z","1444.5378","/1/Titulos/XLBC/CotizacionDetalle"
"cedears","XLBD","Cedear The Materials Select Sector Spdr","bcba",,"2.975","3","2.975","-1.16","0","3","2.97",,,"2026-04-24T19:14:06.580Z","1444.5378","/1/Titulos/XLBD/CotizacionDetalle"
"cedears","XLC","Cedear State Street Communication Services Select ","bcba",,"9065","9035","9065","-0.32","0","9115","9000",,,"2026-04-24T18:47:36.270Z",,"/1/Titulos/XLC/CotizacionDetalle"
"cedears","XLCC","Cedear The Communication Servi","bcba",,"5.79","6.1759","5.79","0","0","0","0",,,"2026-04-24T04:01:12.820Z",,"/1/Titulos/XLCC/CotizacionDetalle"
"cedears","XLCD","Cedear The Communication Services","bcba",,"6.46","6.47","6.46","0","0","6.47","6.41",,,"2026-04-24T04:00:43.263Z",,"/1/Titulos/XLCD/CotizacionDetalle"
"cedears","XLE","Cedear Energy Select Sector Sp","bcba",,"42540","42100","42540","1.14","0","42540","41760",,,"2026-04-24T19:58:39.840Z","1442.0339","/1/Titulos/XLE/CotizacionDetalle"
"cedears","XLEC","Cedear Energy Select Sector Sp","bcba",,"28.35","28.32","28.35","3.58","0","28.32","28.32",,,"2026-04-24T18:24:10.973Z","1442.0339","/1/Titulos/XLEC/CotizacionDetalle"
"cedears","XLED","Cedear Energy Select Sector Sp","bcba",,"29.5","29.37","29.5","-0.3","0","29.54","29.22",,,"2026-04-24T19:48:09.550Z","1442.0339","/1/Titulos/XLED/CotizacionDetalle"
"cedears","XLF","Cedear Financial Select Sector","bcba",,"38560","38160","38560","0.83","0","38580","38020",,,"2026-04-24T19:59:08.377Z","1438.806","/1/Titulos/XLF/CotizacionDetalle"
"cedears","XLFC","Cedear Financial Select Sector","bcba",,"26.68","26.68","26.68","2.69","0","26.68","26.68",,,"2026-04-24T17:38:57.010Z","1438.806","/1/Titulos/XLFC/CotizacionDetalle"
"cedears","XLFD","Cedear Financial Select Sector","bcba",,"26.8","26.89","26.8","-0.81","0","27.8","26.65",,,"2026-04-24T19:52:23.157Z","1438.806","/1/Titulos/XLFD/CotizacionDetalle"
"cedears","XLI","Cedear State Street Industrial Select Sector Spdr ","bcba",,"9190","9175","9190","-0.1","0","9230","9135",,,"2026-04-24T19:56:18.417Z","1442.7002","/1/Titulos/XLI/CotizacionDetalle"
"cedears","XLIC","Cedear The Industrial Select S","bcba",,"5.93","5.93","5.93","0","0","0","0",,,"2026-04-24T04:01:12.947Z","1442.7002","/1/Titulos/XLIC/CotizacionDetalle"
"cedears","XLID","Cedear The Industrial Select Sector Spdr","bcba",,"6.37","6.42","6.37","-0.77","0","6.48","6.37",,,"2026-04-24T18:40:59.907Z","1442.7002","/1/Titulos/XLID/CotizacionDetalle"
"cedears","XLK","Cedear State Street Technology Select Sector Spdr ","bcba",,"5220","5065","5220","4.4","0","5225","5065",,,"2026-04-24T19:59:33.243Z","1418.4783","/1/Titulos/XLK/CotizacionDetalle"
"cedears","XLKC","Cedear The Technology Select S","bcba",,"3.585","3.46","3.585","1.41","0","3.495","3.46",,,"2026-04-24T19:05:59.787Z","1418.4783","/1/Titulos/XLKC/CotizacionDetalle"
"cedears","XLKD","Cedear The Technology Select Sector Spdr","bcba",,"3.68","3.62","3.68","3.8","0","3.65","3.55",,,"2026-04-24T19:50:53.280Z","1418.4783","/1/Titulos/XLKD/CotizacionDetalle"
"cedears","XLP","Cedear State Street Consumer Staples Select Sector","bcba",,"7775","7700","7775","0.64","0","7810","7700",,,"2026-04-24T19:58:52.307Z","1431.86","/1/Titulos/XLP/CotizacionDetalle"
"cedears","XLPC","Cedear The Consumer Staples Select Sector Spdr","bcba",,"5.27","5.19","5.27","-0.18","0","5.19","5.19",,,"2026-04-24T16:52:08.857Z","1431.86","/1/Titulos/XLPC/CotizacionDetalle"
"cedears","XLPD","Cedear The Consumer Staples Select Sector Spdr","bcba",,"5.43","5.47","5.43","0.36","0","5.49","5.38",,,"2026-04-24T19:57:39.747Z","1431.86","/1/Titulos/XLPD/CotizacionDetalle"
"cedears","XLRE","Cedear State Street Real Estate Select Sector Spdr","bcba",,"7260","7255","7260","0.9","0","7320","7215",,,"2026-04-24T19:56:17.887Z","1440.4762","/1/Titulos/XLRE/CotizacionDetalle"
"cedears","XLREC","Cedear The Real Estate Select","bcba",,"5","5","5","0","0","0","0",,,"2026-04-24T13:36:40.263Z","1440.4762","/1/Titulos/XLREC/CotizacionDetalle"
"cedears","XLRED","Cedear The Real Estate Select","bcba",,"5.04","5.09","5.04","-0.78","0","5.09","5.09",,,"2026-04-24T18:18:26.607Z","1440.4762","/1/Titulos/XLRED/CotizacionDetalle"
"cedears","XLU","Cedear Utilities Select Sector","bcba",,"4617.5","4512.5","4617.5","1.59","0","4625","4502.5",,,"2026-04-24T19:57:25.203Z","1434.0062","/1/Titulos/XLU/CotizacionDetalle"
"cedears","XLUC","Cedear Utilities Select Sector","bcba",,"3.11","3.13","3.11","-0.63","0","0","0",,,"2026-04-23T16:41:34.947Z","1434.0062","/1/Titulos/XLUC/CotizacionDetalle"
"cedears","XLUD","Cedear Utilities Select Sector","bcba",,"3.22","3.22","3.22","1.57","0","3.23","3.22",,,"2026-04-24T18:50:18.823Z","1434.0062","/1/Titulos/XLUD/CotizacionDetalle"
"cedears","XLV","Cedear State Street Health Care Select Sector Spdr","bcba",,"7455","7460","7455","0","0","7465","7360",,,"2026-04-24T19:57:58.577Z","1430.9021","/1/Titulos/XLV/CotizacionDetalle"
"cedears","XLVC","Cedear The Health Care Select","bcba",,"5.02","5.03","5.02","-0.19","0","0","0",,,"2026-04-24T18:32:33.283Z","1430.9021","/1/Titulos/XLVC/CotizacionDetalle"
"cedears","XLVD","Cedear The Health Care Select Sector Spdr","bcba",,"5.21","5.32","5.21","-1.51","0","5.39","5.12",,,"2026-04-24T19:50:14.753Z","1430.9021","/1/Titulos/XLVD/CotizacionDetalle"
"cedears","XLY","Cedear State Street Consumer Discretionary Select ","bcba",,"4120","4040","4120","1.54","0","4135","4040",,,"2026-04-24T19:18:51.080Z","1460.9929","/1/Titulos/XLY/CotizacionDetalle"
"cedears","XLYC","Cedear The Consumer Discretion","bcba",,"2.67","2.67","2.67","0","0","2.67","2.67",,,"2026-04-24T04:01:12.950Z","1460.9929","/1/Titulos/XLYC/CotizacionDetalle"
"cedears","XLYD","Cedear The Consumer Discretionary Select Sector","bcba",,"2.82","2.865","2.82","0","0","2.885","2.865",,,"2026-04-24T04:00:43.250Z","1460.9929","/1/Titulos/XLYD/CotizacionDetalle"
"cedears","XME","CEDEAR STATE STREET SPDR S&P METALS & MINING ETF","bcba",,"5890","5805","5890","1.81","0","5905","5800",,,"2026-04-24T19:59:34.067Z","1427.8788","/1/Titulos/XME/CotizacionDetalle"
"cedears","XMED","Cedear State Street Spdr S&P Metals & Mining Etf","bcba",,"4.125","4.15","4.125","-1.66","0","4.15","4.095",,,"2026-04-24T18:20:22.443Z","1427.8788","/1/Titulos/XMED/CotizacionDetalle"
"cedears","XOM","Cedear Exxon Mobil Corporation","bcba",,"22210","22240","22210","0.09","0","22280","21840",,,"2026-04-24T19:56:19.003Z","1447.8488","/1/Titulos/XOM/CotizacionDetalle"
"cedears","XOMC","Cedear Exxon Mobil Corporation","bcba",,"14.69","14.9","14.69","-1.4","0","0","0",,,"2026-04-24T16:58:40.503Z","1447.8488","/1/Titulos/XOMC/CotizacionDetalle"
"cedears","XOMD","Cedear Exxon Mobil Corporation","bcba",,"15.34","15.53","15.34","-1.85","0","15.58","15.22",,,"2026-04-24T19:46:31.860Z","1447.8488","/1/Titulos/XOMD/CotizacionDetalle"
"cedears","XP","Cedear Xp Inc.","bcba",,"7360","7300","7360","1.65","0","7375","7130",,,"2026-04-24T19:59:06.157Z","1451.6765","/1/Titulos/XP/CotizacionDetalle"
"cedears","XPD","Cedear Xp Inc.","bcba",,"5.07","5","5.07","-1.36","0","5.13","5",,,"2026-04-24T19:47:30.080Z","1451.6765","/1/Titulos/XPD/CotizacionDetalle"
"cedears","XPEV","Cedear Xpeng Inc","bcba",,"6220","6040","6220","5.6","0","6235","6000",,,"2026-04-24T19:57:20.570Z","1438.1503","/1/Titulos/XPEV/CotizacionDetalle"
"cedears","XPEVD","Cedear Xpeng Inc","bcba",,"4.325","4.12","4.325","4.97","0","0","0",,,"2026-04-24T18:58:14.873Z","1438.1503","/1/Titulos/XPEVD/CotizacionDetalle"
"cedears","XROX","Cedear  Xerox Corporation","bcba",,"2345","2383","2345","-5.97","0","2440","2233",,,"2026-04-24T19:59:53.333Z","1254.0107","/1/Titulos/XROX/CotizacionDetalle"
"cedears","XROXD","Cedear  Xerox Corporation","bcba",,"1.87","1.87","1.87","0","0","0","0",,,"2026-04-24T04:00:50.670Z","1254.0107","/1/Titulos/XROXD/CotizacionDetalle"
"cedears","XYZ","Cedear Block Inc.","bcba",,"5370","5200","5370","4.67","0","5390","5180",,,"2026-04-24T19:42:56.223Z","1521.2465","/1/Titulos/XYZ/CotizacionDetalle"
"cedears","XYZC","Cedear Block Inc.","bcba",,"3.09","3.4","3.09","0","0","0","0",,,"2026-04-24T04:00:27.930Z","1521.2465","/1/Titulos/XYZC/CotizacionDetalle"
"cedears","XYZD","Cedear Block Inc.","bcba",,"3.53","3.725","3.53","-0.7","0","3.745","3.725",,,"2026-04-24T19:57:50.817Z","1521.2465","/1/Titulos/XYZD/CotizacionDetalle"
"cedears","YELP","Cedear Yelp Inc.","bcba",,"21210","20990","21210","1.04","0","0","0",,,"2026-04-24T15:27:15.507Z",,"/1/Titulos/YELP/CotizacionDetalle"
"cedears","YZCA","Cedear Yanzhou Coal Mining Co.","bcba",,"0.01","0.01","0.01","0","0","0","0",,,"2026-04-01T14:56:14.060Z",,"/1/Titulos/YZCA/CotizacionDetalle"
"cedears","ZM","Cedear Zoom Communications Inc","bcba",,"2932.5","2825","2932.5","4.26","0","2960","2820",,,"2026-04-24T19:58:56.760Z","1469.9248","/1/Titulos/ZM/CotizacionDetalle"
"cedears","ZMC","Cedear Zoom Communications Inc","bcba",,"1.92","1.92","1.92","0","0","0","0",,,"2026-04-24T04:00:27.830Z","1469.9248","/1/Titulos/ZMC/CotizacionDetalle"
"cedears","ZMD","Cedear Zoom Communications Inc","bcba",,"1.995","1.995","1.995","0","0","0","0",,,"2026-04-24T14:50:48.270Z","1469.9248","/1/Titulos/ZMD/CotizacionDetalle"
